Default,Age,AmountOfPreviousLoansBeforeLoan,AppliedAmount,Country,DebtToIncome,Education,EmploymentDurationCurrentEmployer,EmploymentStatus,ExistingLiabilities,FreeCash,Gender,HomeOwnershipType,IncomeTotal,LiabilitiesTotal,LoanDuration,MaritalStatus,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,NrOfDependants,OccupationArea,UseOfLoan,WorkExperience
True,38,0.0,1400.0,ES,13.54,3.0,MoreThan5Years,3.0,2,846.84,1.0,2.0,1500.0,560.0,60,3.0,True,0.0,1,17.0,2,15To25Years
True,39,0.0,1800.0,ES,22.6,3.0,MoreThan5Years,3.0,2,592.52,1.0,6.0,1250.0,592.0,60,3.0,True,0.0,0,1.0,7,5To10Years
True,37,2500.0,1500.0,FI,68.29,5.0,UpTo3Years,3.0,9,37.53,0.0,4.0,2181.0,2093.59,60,3.0,False,1.0,0,13.0,7,2To5Years
True,21,0.0,3000.0,FI,17.25,3.0,UpTo3Years,2.0,3,1160.49,1.0,4.0,2200.0,962.0,60,3.0,True,0.0,0,1.0,0,2To5Years
True,23,0.0,500.0,EE,4.28,3.0,UpTo2Years,3.0,1,392.31,0.0,2.0,671.0,250.0,36,3.0,True,0.0,0,9.0,2,LessThan2Years
True,51,5500.0,3000.0,FI,51.34,2.0,MoreThan5Years,3.0,6,348.4,0.0,1.0,1867.0,1372.02,60,4.0,False,2.0,0,1.0,2,MoreThan25Years
True,31,3000.0,700.0,EE,7.92,5.0,MoreThan5Years,3.0,2,1117.37,0.0,2.0,1800.0,653.31,36,1.0,False,1.0,0,13.0,2,5To10Years
True,44,0.0,1000.0,FI,2.9,3.0,UpTo3Years,3.0,1,762.25,1.0,3.0,1300.0,500.0,60,4.0,True,0.0,0,9.0,5,MoreThan25Years
False,32,5100.0,1000.0,EE,23.9,2.0,MoreThan5Years,3.0,3,282.72,0.0,1.0,700.0,370.57,60,1.0,False,2.0,4,1.0,2,10To15Years
True,43,1000.0,3000.0,ES,67.54,5.0,UpTo5Years,3.0,7,2.55,0.0,2.0,1086.0,1049.31,60,4.0,False,1.0,0,9.0,7,15To25Years
True,57,3000.0,5000.0,FI,30.92,3.0,MoreThan5Years,6.0,5,21.22,1.0,1.0,1406.0,1212.5,60,4.0,False,1.0,0,6.0,2,MoreThan25Years
True,33,0.0,3000.0,ES,25.43,3.0,UpTo1Year,3.0,1,389.77,0.0,4.0,992.0,350.0,24,1.0,True,0.0,0,7.0,5,2To5Years
True,67,2500.0,1600.0,ES,29.31,4.0,MoreThan5Years,6.0,7,629.74,1.0,8.0,1898.0,1204.27,48,5.0,False,2.0,0,1.0,7,MoreThan25Years
True,39,0.0,2500.0,FI,22.45,3.0,MoreThan5Years,3.0,2,974.81,0.0,2.0,2050.0,805.0,12,3.0,True,0.0,2,5.0,7,10To15Years
True,41,0.0,2600.0,EE,7.56,3.0,UpTo2Years,3.0,4,2147.48,0.0,1.0,4000.0,1780.0,60,2.0,True,0.0,0,6.0,0,15To25Years
False,44,2500.0,3000.0,EE,47.4,5.0,UpTo4Years,3.0,12,34.05,1.0,1.0,1078.0,1016.49,60,4.0,False,3.0,0,16.0,6,15To25Years
False,41,0.0,4000.0,FI,2.05,5.0,MoreThan5Years,5.0,2,4076.73,0.0,5.0,6000.0,1920.0,60,1.0,True,0.0,2,1.0,7,15To25Years
False,38,0.0,1000.0,EE,35.08,3.0,UpTo5Years,3.0,5,147.98,0.0,1.0,613.0,410.0,24,2.0,True,0.0,0,8.0,2,15To25Years
True,46,0.0,3000.0,FI,24.99,3.0,MoreThan5Years,3.0,3,834.13,0.0,1.0,1852.0,925.0,60,1.0,True,0.0,1,17.0,2,MoreThan25Years
False,26,900.0,2000.0,EE,46.86,4.0,UpTo2Years,3.0,5,175.16,0.0,2.0,800.0,551.48,60,2.0,False,1.0,0,3.0,2,5To10Years
True,51,0.0,500.0,FI,12.48,4.0,MoreThan5Years,3.0,3,995.03,1.0,1.0,1730.0,719.0,60,3.0,True,0.0,0,17.0,3,15To25Years
True,30,0.0,10000.0,FI,20.48,5.0,UpTo4Years,3.0,3,822.1,1.0,8.0,3110.0,1533.0,60,1.0,True,0.0,2,17.0,2,10To15Years
True,23,0.0,4000.0,EE,26.65,4.0,UpTo1Year,3.0,1,153.42,1.0,3.0,550.0,250.0,60,2.0,True,0.0,0,10.0,2,LessThan2Years
True,28,0.0,1500.0,ES,5.52,3.0,UpTo5Years,3.0,1,736.47,0.0,2.0,1150.0,350.0,60,3.0,True,0.0,0,1.0,7,5To10Years
False,31,0.0,7000.0,EE,43.1,5.0,UpTo2Years,2.0,4,74.25,1.0,7.0,923.0,421.0,60,1.0,True,0.0,2,6.0,3,5To10Years
False,27,0.0,2500.0,FI,21.0,4.0,UpTo5Years,3.0,2,982.92,0.0,8.0,2005.0,901.0,36,2.0,True,0.0,1,19.0,2,10To15Years
True,47,0.0,800.0,FI,34.52,4.0,UpTo4Years,3.0,2,510.41,0.0,1.0,1543.0,1000.0,48,1.0,True,0.0,3,17.0,3,15To25Years
True,50,0.0,4000.0,FI,3.21,4.0,MoreThan5Years,3.0,2,1717.73,0.0,8.0,3843.0,2002.0,60,1.0,True,0.0,0,7.0,0,MoreThan25Years
True,34,0.0,3000.0,ES,19.23,5.0,UpTo3Years,4.0,1,611.59,1.0,4.0,2000.0,600.0,24,1.0,True,0.0,0,16.0,6,10To15Years
True,29,0.0,3000.0,FI,9.45,3.0,UpTo3Years,3.0,2,1510.21,0.0,4.0,2494.0,864.0,48,3.0,True,0.0,1,1.0,7,5To10Years
True,42,0.0,3000.0,FI,5.25,3.0,UpTo2Years,3.0,1,1408.84,0.0,3.0,2175.0,652.0,60,2.0,True,0.0,0,6.0,7,15To25Years
True,36,0.0,3000.0,FI,19.88,4.0,UpTo1Year,3.0,3,1111.39,1.0,3.0,2216.0,934.0,60,2.0,True,0.0,3,17.0,7,10To15Years
True,52,0.0,7200.0,FI,21.71,4.0,MoreThan5Years,3.0,6,560.86,0.0,8.0,1885.0,1106.0,60,1.0,False,0.0,0,7.0,7,MoreThan25Years
True,26,0.0,1000.0,ES,48.35,5.0,UpTo1Year,2.0,1,38.94,1.0,2.0,753.0,350.0,3,3.0,True,0.0,0,1.0,2,2To5Years
True,38,0.0,2500.0,FI,14.31,3.0,MoreThan5Years,3.0,2,785.32,0.0,3.0,1500.0,614.0,60,3.0,True,0.0,0,9.0,5,10To15Years
False,24,4400.0,600.0,EE,24.01,4.0,UpTo1Year,3.0,2,436.94,0.0,2.0,950.0,491.05,60,3.0,False,1.0,0,6.0,2,2To5Years
True,28,0.0,3000.0,FI,4.47,5.0,UpTo3Years,3.0,1,1706.19,0.0,1.0,2911.0,873.0,60,3.0,True,0.0,1,3.0,2,10To15Years
False,48,0.0,3000.0,EE,17.66,4.0,MoreThan5Years,3.0,3,28.25,1.0,9.0,593.0,480.0,60,4.0,True,0.0,1,16.0,0,MoreThan25Years
True,26,0.0,1000.0,ES,4.15,5.0,UpTo1Year,2.0,1,704.37,1.0,7.0,1100.0,350.0,48,3.0,True,0.0,0,14.0,4,2To5Years
True,30,0.0,3000.0,FI,38.71,3.0,MoreThan5Years,3.0,5,584.21,1.0,3.0,1867.0,1161.0,60,3.0,True,0.0,0,1.0,8,5To10Years
True,34,0.0,5500.0,FI,40.15,3.0,MoreThan5Years,3.0,3,567.22,0.0,4.0,1900.0,1020.0,60,3.0,True,0.0,0,6.0,0,10To15Years
True,37,0.0,1700.0,ES,19.99,2.0,UpTo2Years,2.0,1,146.06,1.0,7.0,620.0,350.0,36,1.0,True,0.0,2,9.0,7,2To5Years
True,47,3000.0,7000.0,FI,41.97,3.0,UpTo2Years,3.0,7,612.33,1.0,1.0,2184.0,1317.51,60,3.0,False,1.0,0,17.0,0,10To15Years
True,24,500.0,500.0,FI,2.27,4.0,UpTo1Year,3.0,2,1219.07,0.0,3.0,1800.0,558.47,36,2.0,False,1.0,0,10.0,7,2To5Years
True,38,0.0,10000.0,FI,40.95,2.0,MoreThan5Years,3.0,5,429.43,0.0,6.0,1574.0,1050.0,60,2.0,True,0.0,1,8.0,0,15To25Years
True,38,0.0,4000.0,FI,3.88,4.0,MoreThan5Years,3.0,2,1480.21,0.0,8.0,3296.0,1688.0,60,2.0,True,0.0,0,13.0,1,15To25Years
True,32,0.0,6000.0,ES,18.56,5.0,UpTo2Years,5.0,1,771.6,0.0,2.0,1500.0,450.0,36,3.0,True,0.0,0,7.0,3,10To15Years
False,31,0.0,700.0,EE,2.54,4.0,UpTo3Years,3.0,1,843.24,0.0,1.0,1250.0,375.0,36,3.0,True,0.0,0,1.0,2,2To5Years
False,52,0.0,500.0,EE,55.46,4.0,UpTo2Years,3.0,4,58.21,1.0,1.0,692.0,460.0,3,1.0,True,0.0,0,7.0,6,MoreThan25Years
False,34,0.0,3000.0,FI,8.36,3.0,UpTo5Years,3.0,2,1035.37,1.0,4.0,2200.0,720.0,60,4.0,True,0.0,1,1.0,6,10To15Years
True,48,0.0,3000.0,FI,21.95,4.0,MoreThan5Years,3.0,4,1019.14,0.0,8.0,2350.0,1235.0,60,1.0,True,0.0,0,9.0,0,MoreThan25Years
True,64,0.0,800.0,ES,3.47,2.0,UpTo4Years,6.0,2,378.78,1.0,1.0,1245.0,823.0,60,5.0,True,0.0,0,1.0,2,15To25Years
False,52,0.0,5400.0,EE,23.45,3.0,MoreThan5Years,3.0,1,255.25,0.0,1.0,660.0,250.0,60,1.0,True,0.0,1,15.0,2,MoreThan25Years
True,38,0.0,3500.0,ES,17.97,2.0,UpTo4Years,3.0,1,675.1,0.0,2.0,1296.0,388.0,60,3.0,True,0.0,0,9.0,7,15To25Years
False,40,4000.0,1000.0,ES,60.62,5.0,MoreThan5Years,3.0,6,11.14,0.0,2.0,917.0,874.06,9,3.0,False,1.0,0,16.0,3,15To25Years
True,46,0.0,4000.0,ES,42.39,5.0,UpTo2Years,4.0,2,347.84,0.0,1.0,1260.0,646.0,60,1.0,True,0.0,2,11.0,3,MoreThan25Years
True,49,0.0,2000.0,FI,3.98,4.0,UpTo4Years,3.0,1,1402.51,1.0,4.0,2124.0,637.0,36,4.0,True,0.0,1,10.0,6,MoreThan25Years
True,24,1000.0,600.0,EE,37.24,3.0,UpTo3Years,3.0,7,107.76,0.0,1.0,570.0,440.41,60,2.0,False,1.0,0,6.0,2,2To5Years
False,36,0.0,7000.0,EE,24.38,5.0,MoreThan5Years,3.0,1,814.38,1.0,1.0,1783.0,534.0,24,1.0,True,0.0,1,18.0,7,5To10Years
True,37,0.0,1500.0,ES,18.77,4.0,UpTo2Years,4.0,3,1485.56,0.0,4.0,2900.0,1346.0,48,3.0,True,0.0,0,8.0,7,15To25Years
False,28,0.0,7000.0,ES,22.23,4.0,MoreThan5Years,3.0,2,67.67,0.0,8.0,1045.0,745.0,48,3.0,True,0.0,2,15.0,5,5To10Years
False,41,1400.0,1100.0,ES,10.09,2.0,UpTo3Years,3.0,3,498.62,0.0,1.0,1800.0,1044.53,36,1.0,False,1.0,2,9.0,7,15To25Years
False,39,0.0,3000.0,ES,11.26,5.0,UpTo1Year,3.0,1,1159.69,1.0,1.0,1974.0,592.0,24,3.0,True,0.0,2,19.0,2,5To10Years
False,31,1000.0,1500.0,EE,31.99,4.0,UpTo3Years,3.0,4,138.92,0.0,1.0,838.0,599.0,18,3.0,False,1.0,0,3.0,5,10To15Years
True,34,0.0,1500.0,FI,1.78,5.0,UpTo2Years,3.0,2,1435.41,1.0,1.0,2836.0,1350.0,60,1.0,True,0.0,3,17.0,4,5To10Years
True,50,0.0,3000.0,FI,4.23,4.0,UpTo2Years,3.0,2,2564.93,1.0,4.0,3900.0,1220.0,60,1.0,True,0.0,0,8.0,2,15To25Years
True,54,2500.0,500.0,EE,36.32,4.0,MoreThan5Years,3.0,6,156.23,1.0,1.0,1144.0,604.99,36,2.0,False,3.0,0,8.0,2,15To25Years
True,33,0.0,2000.0,ES,8.32,5.0,UpTo1Year,4.0,1,986.91,1.0,2.0,1600.0,480.0,60,3.0,True,0.0,0,17.0,4,2To5Years
False,40,0.0,10000.0,FI,32.76,3.0,TrialPeriod,3.0,2,374.07,0.0,3.0,1300.0,591.0,60,1.0,True,0.0,2,12.0,7,15To25Years
False,29,0.0,3000.0,EE,15.1,2.0,UpTo5Years,3.0,1,344.31,1.0,1.0,700.0,250.0,60,1.0,True,0.0,0,1.0,2,5To10Years
True,33,0.0,2000.0,ES,30.25,5.0,UpTo1Year,4.0,3,77.05,0.0,8.0,1200.0,960.0,60,1.0,True,0.0,0,7.0,3,5To10Years
True,45,0.0,3000.0,ES,2.27,5.0,MoreThan5Years,3.0,1,3250.86,0.0,4.0,4800.0,1440.0,60,1.0,True,0.0,0,17.0,5,15To25Years
True,34,500.0,500.0,EE,34.14,2.0,UpTo3Years,3.0,7,5.53,1.0,3.0,388.0,368.43,60,1.0,False,1.0,2,9.0,7,2To5Years
True,37,2700.0,1500.0,EE,22.99,5.0,UpTo3Years,3.0,7,1316.4,0.0,3.0,2800.0,1436.0,60,1.0,False,2.0,2,10.0,7,10To15Years
True,52,0.0,3000.0,EE,33.35,3.0,MoreThan5Years,4.0,3,183.22,0.0,1.0,650.0,1290.0,48,1.0,True,0.0,0,3.0,1,MoreThan25Years
False,55,0.0,2500.0,FI,15.75,4.0,UpTo4Years,6.0,3,453.75,0.0,4.0,1194.0,580.0,60,4.0,True,0.0,0,7.0,7,MoreThan25Years
True,40,0.0,1100.0,ES,14.14,1.0,UpTo1Year,6.0,1,194.37,0.0,2.0,634.0,350.0,60,3.0,True,0.0,0,1.0,7,10To15Years
True,41,0.0,3500.0,FI,12.14,4.0,UpTo4Years,3.0,3,749.39,0.0,8.0,1900.0,1035.0,60,3.0,True,0.0,3,1.0,7,15To25Years
True,31,0.0,3000.0,FI,4.75,3.0,UpTo1Year,3.0,2,1007.74,1.0,8.0,2070.0,821.0,60,2.0,True,0.0,2,17.0,0,10To15Years
True,41,0.0,5000.0,FI,15.91,5.0,MoreThan5Years,5.0,5,25.61,1.0,1.0,2504.0,1351.0,60,2.0,False,0.0,3,16.0,7,5To10Years
False,23,0.0,5000.0,EE,16.03,3.0,TrialPeriod,3.0,1,607.67,1.0,2.0,1125.0,337.0,60,3.0,True,0.0,0,17.0,2,LessThan2Years
True,44,4800.0,1000.0,EE,67.48,2.0,UpTo2Years,3.0,4,10.17,0.0,3.0,800.0,751.59,36,3.0,False,2.0,0,3.0,7,10To15Years
False,40,0.0,10000.0,FI,7.3,2.0,UpTo2Years,5.0,2,3937.43,1.0,7.0,6280.0,2033.0,60,1.0,True,0.0,3,9.0,3,15To25Years
True,23,0.0,2000.0,EE,20.92,4.0,UpTo1Year,2.0,1,10.96,0.0,3.0,330.0,250.0,60,2.0,True,0.0,0,7.0,3,2To5Years
True,33,4600.0,5000.0,FI,34.29,2.0,MoreThan5Years,3.0,8,92.16,0.0,7.0,2219.0,2062.81,60,1.0,False,2.0,2,18.0,2,15To25Years
False,40,0.0,3000.0,EE,12.95,3.0,UpTo3Years,3.0,1,402.87,1.0,1.0,750.0,250.0,60,2.0,True,0.0,0,19.0,2,15To25Years
False,36,1400.0,1000.0,EE,21.2,3.0,UpTo3Years,3.0,2,246.44,0.0,1.0,630.0,288.12,12,1.0,False,2.0,4,1.0,2,2To5Years
True,21,0.0,2500.0,FI,28.4,2.0,UpTo1Year,3.0,1,702.99,1.0,4.0,1690.0,507.0,6,3.0,True,0.0,0,18.0,5,2To5Years
True,24,0.0,2000.0,FI,33.89,5.0,UpTo1Year,3.0,5,363.38,0.0,8.0,1837.0,1401.0,60,1.0,True,0.0,0,1.0,0,5To10Years
True,22,0.0,500.0,ES,2.21,5.0,UpTo1Year,3.0,1,369.75,1.0,3.0,736.0,350.0,60,3.0,True,0.0,0,7.0,4,2To5Years
False,30,0.0,1200.0,EE,5.51,5.0,UpTo2Years,3.0,2,218.61,0.0,1.0,697.0,440.0,60,1.0,True,0.0,1,10.0,2,5To10Years
False,55,2758.6657,530.0,EE,68.71,5.0,MoreThan5Years,3.0,9,12.89,0.0,2.0,1000.0,996.0,60,4.0,False,8.0,0,11.0,0,MoreThan25Years
True,30,3000.0,1500.0,ES,20.25,4.0,UpTo1Year,3.0,2,587.01,0.0,2.0,1180.0,538.43,60,3.0,False,1.0,0,10.0,7,2To5Years
True,58,0.0,3100.0,FI,30.83,2.0,UpTo1Year,2.0,2,606.65,1.0,4.0,1600.0,655.0,12,2.0,True,0.0,0,17.0,0,MoreThan25Years
True,25,0.0,3000.0,FI,28.75,3.0,MoreThan5Years,3.0,3,1031.21,0.0,4.0,2500.0,1349.0,48,2.0,True,0.0,0,6.0,0,5To10Years
True,26,700.0,2000.0,ES,26.33,4.0,MoreThan5Years,3.0,1,460.39,0.0,2.0,1100.0,350.0,9,3.0,True,1.0,1,5.0,7,5To10Years
True,28,3300.0,3000.0,EE,32.54,4.0,MoreThan5Years,3.0,4,352.83,1.0,4.0,941.0,439.96,60,3.0,False,3.0,0,10.0,6,5To10Years
True,47,0.0,700.0,FI,12.01,5.0,MoreThan5Years,6.0,2,756.44,0.0,3.0,1428.0,650.0,60,4.0,True,0.0,1,10.0,7,15To25Years
True,65,0.0,1700.0,FI,22.08,2.0,MoreThan5Years,6.0,2,396.03,0.0,5.0,1150.0,700.0,60,1.0,True,0.0,0,2.0,7,MoreThan25Years
False,42,0.0,3000.0,FI,27.52,4.0,UpTo5Years,3.0,2,550.9,1.0,2.0,1450.0,800.0,60,1.0,True,0.0,0,9.0,5,15To25Years
True,33,3118.0,3000.0,ES,53.54,5.0,UpTo3Years,3.0,4,205.69,0.0,1.0,1250.0,907.42,48,3.0,False,1.0,0,8.0,7,5To10Years
False,51,1400.0,900.0,EE,41.44,3.0,MoreThan5Years,3.0,4,341.58,0.0,1.0,1700.0,1199.0,6,1.0,False,2.0,0,1.0,2,15To25Years
True,27,0.0,1200.0,ES,39.92,5.0,UpTo2Years,3.0,2,357.91,1.0,2.0,1190.0,607.0,6,3.0,True,0.0,0,14.0,4,2To5Years
True,47,0.0,4500.0,FI,29.17,3.0,MoreThan5Years,3.0,5,405.81,1.0,8.0,1948.0,1358.0,60,1.0,True,0.0,2,3.0,0,MoreThan25Years
True,39,1200.0,3500.0,FI,17.93,5.0,UpTo5Years,3.0,4,1300.99,1.0,1.0,2498.0,1092.18,60,1.0,False,1.0,2,10.0,2,15To25Years
True,42,1500.0,3000.0,EE,42.98,5.0,MoreThan5Years,3.0,6,29.55,1.0,1.0,1590.0,1431.92,48,1.0,False,1.0,2,16.0,5,15To25Years
False,38,3000.0,5000.0,FI,22.32,3.0,UpTo4Years,3.0,4,994.64,0.0,1.0,2085.0,938.88,60,2.0,False,1.0,1,8.0,6,10To15Years
False,53,600.0,500.0,EE,42.64,4.0,UpTo4Years,3.0,4,8.12,1.0,1.0,450.0,409.11,18,1.0,False,1.0,0,1.0,2,MoreThan25Years
True,30,0.0,2300.0,ES,25.49,3.0,MoreThan5Years,3.0,2,534.13,0.0,2.0,1200.0,504.0,18,3.0,True,0.0,0,10.0,7,10To15Years
True,43,0.0,2000.0,ES,14.46,4.0,UpTo5Years,3.0,2,819.72,0.0,4.0,1475.0,542.0,48,3.0,True,0.0,0,1.0,7,10To15Years
True,39,0.0,5000.0,ES,29.87,2.0,UpTo3Years,2.0,1,147.25,0.0,2.0,709.0,350.0,60,3.0,True,0.0,1,9.0,7,10To15Years
True,40,0.0,1000.0,EE,4.09,4.0,UpTo3Years,3.0,1,411.76,1.0,4.0,690.0,250.0,60,2.0,False,0.0,2,1.0,7,10To15Years
True,25,1000.0,1000.0,ES,52.85,5.0,MoreThan5Years,3.0,4,102.62,0.0,2.0,960.0,740.43,12,3.0,False,1.0,0,15.0,7,5To10Years
True,43,6000.0,3000.0,EE,18.33,4.0,UpTo1Year,3.0,2,733.94,1.0,1.0,1419.0,601.5,60,4.0,False,1.0,1,6.0,7,15To25Years
True,48,0.0,5000.0,EE,15.43,5.0,UpTo5Years,5.0,2,540.25,1.0,1.0,990.0,9644.0,60,2.0,True,0.0,0,1.0,2,15To25Years
True,31,0.0,3500.0,FI,20.75,5.0,UpTo5Years,3.0,3,1181.96,1.0,4.0,2400.0,1100.0,60,1.0,True,0.0,1,17.0,0,10To15Years
True,59,0.0,3000.0,ES,25.35,5.0,UpTo5Years,6.0,2,1143.15,1.0,4.0,2560.0,1066.0,12,4.0,True,0.0,0,1.0,2,MoreThan25Years
False,35,0.0,1500.0,EE,20.19,4.0,UpTo1Year,3.0,2,542.93,1.0,3.0,1090.0,479.0,36,2.0,True,0.0,2,7.0,2,10To15Years
False,47,4300.0,1500.0,EE,15.94,5.0,UpTo3Years,3.0,2,648.69,0.0,7.0,1200.0,472.59,24,1.0,False,5.0,0,1.0,2,15To25Years
False,23,0.0,500.0,EE,11.96,5.0,UpTo1Year,3.0,3,522.33,1.0,1.0,900.0,361.0,60,3.0,True,0.0,0,11.0,5,LessThan2Years
True,52,0.0,4000.0,ES,31.63,4.0,MoreThan5Years,3.0,2,310.49,1.0,7.0,966.0,510.0,60,1.0,True,0.0,1,1.0,2,15To25Years
True,35,1100.0,600.0,EE,31.64,4.0,MoreThan5Years,3.0,6,354.25,1.0,3.0,922.0,549.79,60,3.0,False,1.0,1,11.0,7,10To15Years
False,28,0.0,1300.0,ES,32.79,4.0,UpTo4Years,3.0,5,483.68,1.0,3.0,1300.0,757.0,48,3.0,True,0.0,0,7.0,7,10To15Years
True,39,0.0,500.0,ES,10.41,3.0,MoreThan5Years,3.0,2,893.86,0.0,3.0,1500.0,563.0,36,1.0,True,0.0,2,7.0,5,15To25Years
False,35,4500.0,6000.0,FI,57.75,4.0,MoreThan5Years,6.0,5,265.77,0.0,2.0,2170.0,1821.08,24,3.0,False,2.0,0,1.0,0,15To25Years
True,25,0.0,2000.0,ES,8.92,4.0,MoreThan5Years,3.0,1,393.24,1.0,2.0,816.0,350.0,60,3.0,True,0.0,1,1.0,5,5To10Years
True,22,0.0,2200.0,FI,12.71,3.0,UpTo2Years,3.0,1,1082.88,0.0,3.0,1889.0,566.0,12,3.0,True,0.0,0,1.0,5,2To5Years
False,53,1100.0,500.0,EE,42.69,4.0,UpTo4Years,3.0,4,7.91,1.0,1.0,450.0,409.11,18,1.0,False,2.0,0,1.0,2,MoreThan25Years
True,46,5300.0,3300.0,ES,22.96,5.0,MoreThan5Years,3.0,3,705.55,1.0,2.0,1500.0,674.4,60,3.0,False,2.0,0,14.0,7,15To25Years
False,37,0.0,700.0,EE,1.89,4.0,UpTo1Year,4.0,1,1421.49,1.0,3.0,2086.0,625.0,24,2.0,True,0.0,2,18.0,3,10To15Years
True,32,1000.0,500.0,FI,12.07,5.0,UpTo2Years,3.0,4,1390.36,1.0,4.0,2400.0,994.55,60,2.0,False,1.0,0,1.0,4,10To15Years
True,34,0.0,5000.0,FI,20.4,5.0,UpTo1Year,3.0,4,1183.28,0.0,8.0,4200.0,2860.0,60,2.0,True,0.0,1,10.0,0,10To15Years
True,27,0.0,5000.0,EE,38.65,4.0,UpTo3Years,3.0,1,60.44,0.0,1.0,506.0,250.0,60,2.0,True,0.0,0,16.0,2,5To10Years
False,34,0.0,1300.0,EE,4.8,5.0,UpTo4Years,4.0,1,586.78,1.0,4.0,900.0,270.0,60,3.0,True,0.0,0,11.0,2,5To10Years
True,39,2200.0,1500.0,FI,22.43,3.0,MoreThan5Years,3.0,5,782.8,1.0,1.0,2212.0,1379.57,48,1.0,False,1.0,3,9.0,7,15To25Years
False,32,2100.0,3000.0,EE,54.85,4.0,UpTo2Years,3.0,6,33.53,1.0,2.0,757.0,638.18,60,3.0,False,1.0,2,1.0,7,5To10Years
True,44,0.0,3000.0,ES,69.82,5.0,UpTo3Years,3.0,6,3.15,0.0,4.0,1412.0,1058.0,12,1.0,True,0.0,0,9.0,3,MoreThan25Years
True,38,0.0,2000.0,ES,22.49,5.0,MoreThan5Years,6.0,2,366.95,1.0,2.0,925.0,450.0,60,3.0,True,0.0,0,1.0,6,5To10Years
True,41,1000.0,2000.0,ES,12.48,2.0,UpTo1Year,3.0,2,690.3,0.0,2.0,1200.0,401.65,60,1.0,False,1.0,1,6.0,2,15To25Years
True,22,0.0,2500.0,FI,17.3,4.0,MoreThan5Years,3.0,2,839.72,1.0,6.0,1620.0,600.0,24,2.0,True,0.0,0,1.0,6,5To10Years
True,31,0.0,600.0,ES,1.99,3.0,MoreThan5Years,3.0,1,952.16,0.0,1.0,1400.0,420.0,36,1.0,False,0.0,0,4.0,7,10To15Years
True,40,0.0,3000.0,ES,31.9,2.0,UpTo3Years,3.0,1,389.15,1.0,3.0,1200.0,360.0,12,3.0,True,0.0,2,9.0,2,15To25Years
True,53,0.0,3000.0,ES,11.58,4.0,UpTo4Years,3.0,1,566.01,1.0,2.0,1036.0,350.0,48,3.0,True,0.0,1,14.0,7,MoreThan25Years
False,29,7220.0,700.0,EE,18.43,2.0,UpTo5Years,3.0,6,487.86,1.0,7.0,945.0,455.92,36,2.0,False,3.0,1,1.0,4,10To15Years
True,49,0.0,3000.0,ES,31.25,4.0,MoreThan5Years,3.0,5,330.86,0.0,1.0,1885.0,1445.0,60,1.0,True,0.0,3,14.0,7,15To25Years
False,36,0.0,2500.0,EE,18.45,2.0,UpTo2Years,3.0,1,275.98,1.0,2.0,645.0,250.0,36,3.0,True,0.0,1,3.0,8,10To15Years
False,27,0.0,2500.0,FI,10.64,5.0,UpTo2Years,3.0,3,1068.51,1.0,6.0,1800.0,630.0,60,3.0,False,0.0,0,16.0,4,5To10Years
True,49,0.0,1000.0,FI,22.47,3.0,MoreThan5Years,3.0,2,881.63,1.0,4.0,1853.0,939.0,60,3.0,True,0.0,0,17.0,8,MoreThan25Years
False,60,0.0,2000.0,EE,54.72,5.0,MoreThan5Years,3.0,5,50.64,1.0,1.0,664.0,736.62,48,1.0,True,0.0,1,17.0,2,MoreThan25Years
True,42,0.0,3000.0,ES,42.88,3.0,MoreThan5Years,3.0,3,406.86,0.0,1.0,1500.0,984.0,60,1.0,True,0.0,2,10.0,7,5To10Years
False,49,0.0,9000.0,EE,44.56,4.0,MoreThan5Years,3.0,2,243.48,1.0,3.0,955.0,390.0,60,3.0,True,0.0,0,15.0,2,10To15Years
True,58,3000.0,3000.0,FI,41.35,5.0,MoreThan5Years,3.0,7,322.37,1.0,8.0,1830.0,1409.21,60,1.0,False,1.0,0,16.0,2,MoreThan25Years
True,42,1200.0,7000.0,ES,11.44,5.0,UpTo2Years,3.0,3,513.36,1.0,1.0,2225.0,1675.0,60,4.0,False,1.0,0,11.0,6,15To25Years
False,52,3600.0,6000.0,EE,47.98,4.0,UpTo2Years,3.0,7,191.0,0.0,1.0,865.0,651.61,60,4.0,False,2.0,0,8.0,7,15To25Years
True,21,0.0,800.0,FI,2.82,3.0,UpTo2Years,3.0,1,524.26,0.0,2.0,1054.0,500.0,60,3.0,True,0.0,0,1.0,8,2To5Years
True,43,3800.0,6000.0,FI,19.72,5.0,MoreThan5Years,3.0,2,953.24,1.0,1.0,1895.0,718.78,60,1.0,False,1.0,1,17.0,2,15To25Years
True,46,0.0,2500.0,ES,43.19,3.0,MoreThan5Years,2.0,1,12.44,1.0,1.0,638.0,350.0,12,1.0,False,0.0,1,14.0,7,MoreThan25Years
True,34,0.0,1200.0,ES,32.56,4.0,MoreThan5Years,3.0,3,126.15,0.0,3.0,706.0,700.0,60,3.0,True,0.0,0,15.0,2,10To15Years
False,69,0.0,2000.0,ES,7.71,4.0,UpTo4Years,6.0,1,1358.84,1.0,1.0,2181.0,654.0,24,4.0,True,0.0,0,1.0,8,MoreThan25Years
True,29,1500.0,2000.0,EE,8.8,5.0,UpTo2Years,3.0,3,745.81,0.0,8.0,1627.0,803.19,36,3.0,False,1.0,0,10.0,4,10To15Years
